Kubikaža,Snaga,Prešao kilometara,Proveri kilometražu,Tip motora,Pogon,Menjač,Broj vrata,Broj sedišta,Strana volana,Klima,Boja,Kategorija,price,year,url,oprema,istorija,name,Broj brzina,Boja unutrašnjosti
1289 cm3,67 KS (49 KW),203000,,,,manuelni,2/3,2,,Bez klime,crvena,dostavno/pickup,1.350 EUR,1997.,https://www.mojauto.rs/polovni-automobili/3082834_Skoda__1997_god/?cena=low,"['Mehanička zaštita', 'Radio']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Škoda  Felicia Pickup ,5,
1390 cm3,122 KS (90 KW),120357,,Euro 4,,manuelni,4/5,5,,,crna,karavan,6.190 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3082833_VW_Passat_2009_god/?cena=high,"['Air bag za vozača', 'ABS', 'ESP', 'Centralna brava', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Parking senzori', 'Radio', 'Led svetla']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",VW Passat  ,6,
1968 cm3,140 KS (103 KW),213201,,,,automatski,4/5,5,,,plava,karavan,7.999 EUR,2013.,https://www.mojauto.rs/polovni-automobili/3082832_VW_Passat_2013_god/?cena=high,"['Air bag za vozača', 'ABS', 'ESP', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Senzori za svetla', 'Senzori za kišu', 'Električno podesiva sedišta', 'Radio', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",VW Passat  ,6,
1197 cm3,84 KS (62 KW),135379,,Euro 5,,manuelni,4/5,5,,,plava,karavan,5.350 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3081846_Skoda_Fabia_2014_god/?cena=high,"['Air bag za vozača', 'ABS', 'ESP', 'ASR', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Radio', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Škoda Fabia  ,5,
1968 cm3,150 KS (110 KW),112555,,,,automatski,4/5,5,,,bela,karavan,18.350 EUR,2017.,https://www.mojauto.rs/polovni-automobili/3081687_Skoda_Superb_2017_god/?cena=high,"['ABS', 'ESP', 'ASR', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Multi volan', 'Tempomat', 'Koža', 'Kuka za vuču', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Senzori za kišu', 'Parking senzori', 'Električno podesiva sedišta', 'Grejači sedišta', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Škoda Superb  ,6,
1968 cm3,140 KS (103 KW),201180,,Euro 4,,automatski,4/5,5,,,plava,SUV_terensko,7.490 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3080836_VW_Tiguan_2008_god/?cena=high,"['Air bag za vozača', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Isofix sedišta', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Grejači sedišta', 'Radio', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",VW Tiguan  ,6,
2967 cm3,231 KS (170 KW),52600,,,,automatski,4/5,,,,crna,limuzina,53.990 EUR,2019.,https://www.mojauto.rs/polovni-automobili/3080008_Audi_A6_2019_god/?cena=high,"['Air bag za vozača', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Isofix sedišta', 'Multi volan', 'Tempomat', 'Koža', 'Šiber', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Električno podesiva sedišta', 'Grejači sedišta', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Audi A6  ,8,
1461 cm3,88 KS (65 KW),168709,,,,manuelni,4/5,5,,,bela,Hečbek,8.298 EUR,2017.,https://www.mojauto.rs/polovni-automobili/3072142_Renault_Megane_2017_god/?cena=high,"['Air bag za vozača', 'ABS', 'ESP', 'ASR', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Senzori za svetla', 'Senzori za kišu', 'Radio', 'Putni računar', 'Led svetla']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Renault Megane  ,6,
1461 cm3,84 KS (62 KW),126496,,Euro 4,,manuelni,4/5,5,,,crna,SUV_terensko,6.498 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3068114_Dacia_duster_2010_god/?cena=high,"['Air bag za vozača', 'ABS', 'Alarm', 'Centralna brava', 'Kuka za vuču', 'Daljinsko zaključavanje', 'Električni podizači', 'Radio', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Dacia Duster  ,5,
1596 cm3,101 KS (74 KW),157254,,Euro 4,,manuelni,4/5,5,,,siva,karavan,3.899 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3028712_Ford_Focus_2009_god/?cena=low,"['Air bag za vozača', 'ABS', 'ESP', 'Centralna brava', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Radio', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Ford Focus  ,5,
1997 cm3,140 KS (103 KW),178705,,Euro 5,,manuelni,4/5,5,,,bela,karavan,5.998 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3023393_Ford_Focus_2011_god/?cena=high,"['Air bag za vozača', 'ABS', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Senzori za svetla', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",Ford Focus  ,6,
1598 cm3,88 KS (65 KW),188131,,Euro 5,,manuelni,4/5,5,,,bela,Hečbek,7.798 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3021706_VW_Golf_7_2014_god/?cena=high,"['Air bag za vozača', 'ABS', 'ASR', 'Alarm', 'Centralna brava', 'Isofix sedišta', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Radio', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da'}",VW Golf 7  ,5,
1461 cm3,110 KS (81 KW),206122,,Euro 5,Prednji,manuelni,4/5,5,Leva,Automatska klima,plava,minibus/van,4.150 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3238904_Renault_Scenic_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Kuka za vuču', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Radio', 'HiFi muzika', 'Navigacija GPS', 'Putni računar', 'Tjuning', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Renault Scenic 1.5dCi110KS  Dynamique  ,6,
1700 cm3,131 KS (96 KW),250000,,Euro 5,Prednji,manuelni,4/5,5,Leva,Automatska klima,crna,karavan,5.999 EUR,2013.,https://www.mojauto.rs/polovni-automobili/3238899_Opel_Astra_2013_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Grejači sedišta', 'DVD plejer', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Opel Astra J ,6,crna
1194 cm3,101 KS (74 KW),183500,,Euro 4,Prednji,manuelni,4/5,5,Leva,Manuelna klima,crna,karavan,3.100 EUR,2008.,https://www.mojauto.rs/polovni-automobili/3238898_Renault_Clio_2008_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'HiFi muzika', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'April 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da'}","Renault Clio 1,2 TCE ",5,siva
1598 cm3,120 KS (88 KW),147756,,Euro 6,Prednji,manuelni,4/5,5,Leva,Automatska klima,siva,minibus/van,5.610 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3238896_Fiat_500L_2015_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",Fiat 500L  ,6,siva
1113 cm3,60 KS (44 KW),135128,,Euro 3,Prednji,manuelni,2/3,5,Leva,Bez klime,bordo,Malo vozilo,1.180 EUR,2002.,https://www.mojauto.rs/polovni-automobili/3238886_Citroen_Saxo_2002_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Centralna brava', 'Električni podizači', 'HiFi muzika']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Mart 2025', 'Vozilo je korišćeno kao': 'lično'}",Citroen Saxo 1.1 SX ,5,siva
1560 cm3,120 KS (88 KW),199000,,Euro 6,Prednji,manuelni,4/5,5,Leva,Automatska klima,crna,SUV_terensko,15.900 EUR,2018.,https://www.mojauto.rs/polovni-automobili/3238883_Opel_grandland_x_2018_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Koža', 'Šiber', 'Kuka za vuču', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Grejači sedišta', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Tjuning', 'WEBASTO', 'Led svetla']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Januar 2025', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Opel Grandland X  ,6,crna
287000 cm3,110 KS (81 KW),287000,,,,,,,,,,Hečbek,6.600 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3238882_Renault_Scenic_2014_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Child lock', 'ABS', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Maglenke', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po dubini', 'Radio', 'Navigacija GPS', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Renault Scenic 1.5 dCI ,,
1199 cm3,75 KS (55 KW),217200,,Euro 5,Prednji,manuelni,4/5,5,Leva,,siva,Hečbek,4.700 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3238881_VW_Polo_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Servo', 'Tempomat', 'Kuka za vuču', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Maglenke', 'Podesivi volan po visini', 'Radio', 'Alu felne']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Septembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",VW Polo BLUEMOTION ,5,crna
1199 cm3,75 KS (55 KW),180000,,Euro 5,Prednji,manuelni,2/3,5,Leva,,plava,Hečbek,4.900 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3238879_VW_Polo_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Servo', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Maglenke', 'Radio', 'Alu felne']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jun 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",VW Polo BLUEMOTION ,5,crna
1400 cm3,75 KS (55 KW),123456,,,,,,,,,,Hečbek,1.000 EUR,2005.,https://www.mojauto.rs/polovni-automobili/3238870_Ford_Fiesta_2005_god/?cena=low,['Nije registrovan'],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Ford Fiesta OTKUP AUTOMOBILA!  ,,
1995 cm3,143 KS (105 KW),223000,,Euro 5,4x4,manuelni,4/5,5,Leva,Automatska klima,braon,SUV_terensko,9.200 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3231437_BMW_X1_2011_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Koža', 'Električni podizači', 'Grejači stakala', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Grejači sedišta', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Led svetla']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Registrovano do': 'Oktobar 2024', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",BMW X1 18D ,6,crna
1599 cm3,122 KS (90 KW),183000,,Euro 4,Zadnji,manuelni,4/5,5,Leva,Automatska klima,crna,limuzina,3.090 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3236583_BMW_116_2009_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",BMW 116  ,6,braon
1998 cm3,220 KS (162 KW),163000,,Euro 5,4x4,automatski,4/5,5,Leva,Automatska klima,siva,limuzina,3.050 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3236582_Opel_Insignia_2009_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",Opel Insignia  ,6,crna
1390 cm3,84 KS (62 KW),193000,,Euro 5,Prednji,manuelni,4/5,5,Leva,,bela,Malo vozilo,2.990 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3236580_Seat_Ibiza_2010_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Tempomat', 'Grejači retrovizora', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",Seat Ibiza  ,5,ostalo
1499 cm3,120 KS (88 KW),175636,,Euro 6,Prednji,manuelni,4/5,5,Leva,Manuelna klima,plava,karavan,12.990 EUR,2020.,https://www.mojauto.rs/polovni-automobili/3236578_Ford_Focus_2020_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Ford Focus 1.5 TDCI/NAV/LED ,6,
1149 cm3,75 KS (55 KW),196000,,Euro 5,Prednji,manuelni,4/5,5,Leva,Automatska klima,bela,Malo vozilo,1.950 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3236551_Renault_Clio_2011_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",Renault Clio  ,5,ostalo
1798 cm3,125 KS (92 KW),181500,,Euro 4,Prednji,manuelni,4/5,5,Leva,Automatska klima,siva,limuzina,1.950 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3236550_Ford_Focus_2010_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Grejači retrovizora', 'Električni podizači', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",Ford Focus  ,5,ostalo
1598 cm3,105 KS (77 KW),186000,,Euro 4,Prednji,manuelni,4/5,5,Leva,Automatska klima,siva,minibus/van,1.050 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3236548_Opel_Meriva_2010_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Podesivi volan po visini', 'Električno podesiva sedišta', 'DVD plejer', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Servisna knjižica': 'Da'}",Opel Meriva  ,5,
